"a_number","b_number","duration","calleeCarrier","weight","startTime","callDay","startDate"
"089-1000017","089-1000061","412","unknown","412.0","22442.0","Wednesday","20150927"
"089-1000017","089-1000038","223","unknown","223.0","212548.0","Thursday","20150914"
"089-1000017","089-1000087","447","unknown","447.0","153242.0","Thursday","20150914"
"089-1000017","089-1000096","326","unknown","326.0","164241.0","Thursday","20150928"
"089-1000017","089-1000092","33","unknown","33.0","25054.0","Thursday","20150907"
"089-1000017","089-1000095","83","unknown","83.0","15045.0","Friday","20150922"
"089-1000017","089-1000077","375","unknown","375.0","175028.0","Saturday","20150923"
"089-1000017","089-1000015","531","AIS","531.0","33620.0","Wednesday","20150927"
"089-1000017","089-1000093","241","unknown","241.0","234215.0","Tuesday","20150905"
"089-1000006","089-1000078","446","unknown","446.0","213313.0","Tuesday","20150905"
"089-1000006","089-1000032","157","unknown","157.0","31412.0","Monday","20150904"
"089-1000006","089-1000019","245","AIS","245.0","202845.0","Saturday","20150909"
"089-1000006","089-1000071","30","unknown","30.0","15348.0","Friday","20150915"
"089-1000006","089-1000093","153","unknown","153.0","152621.0","Tuesday","20150912"
"089-1000006","089-1000059","318","unknown","318.0","64047.0","Tuesday","20150919"
"089-1000006","089-1000005","143","AIS","143.0","214537.0","Wednesday","20150913"
"089-1000006","089-1000077","151","unknown","151.0","63554.0","Saturday","20150923"
"089-1000006","089-1000075","20","unknown","20.0","55243.0","Tuesday","20150905"
"089-1000006","089-1000053","19","unknown","19.0","44738.0","Monday","20150911"
"089-1000006","089-1000009","26","AIS","26.0","122251.0","Thursday","20150921"
"089-1000006","089-1000030","248","unknown","2648.0","104227.0","Tuesday","20150926"
"089-1000006","089-1000062","63","unknown","63.0","94910.0","Saturday","20150909"
"089-1000006","089-1000025","187","unknown","187.0","104420.0","Monday","20150925"
"089-1000006","089-1000056","441","unknown","441.0","25557.0","Thursday","20150921"
"089-1000006","089-1000008","231","AIS","3351.0","154447.0","Monday","20150918"
"089-1000006","089-1000033","293","unknown","293.0","232438.0","Saturday","20150902"
"089-1000006","089-1000094","494","unknown","494.0","113027.0","Friday","20150915"
"089-1000006","089-1000008","144","AIS","144.0","35915.0","Thursday","20150914"
"089-1000006","089-1000030","566","unknown","566.0","14913.0","Wednesday","20150906"
"089-1000006","089-1000008","541","AIS","541.0","195644.0","Tuesday","20150912"
"089-1000006","089-1000090","220","unknown","220.0","141717.0","Saturday","20150930"
"089-1000006","089-1000035","289","unknown","289.0","135719.0","Thursday","20150928"
"089-1000006","089-1000000","472","AIS","472.0","163729.0","Saturday","20150916"
"089-1000006","089-1000070","439","unknown","439.0","111138.0","Friday","20150922"
"089-1000006","089-1000088","294","unknown","294.0","105556.0","Wednesday","20150927"
"089-1000006","089-1000011","388","AIS","388.0","41937.0","Tuesday","20150919"
"089-1000006","089-1000063","67","unknown","67.0","31242.0","Saturday","20150902"
"089-1000011","089-1000055","201","unknown","201.0","162025.0","Wednesday","20150920"
"089-1000011","089-1000020","70","AIS","70.0","75940.0","Monday","20150904"
"089-1000011","089-1000043","262","unknown","262.0","202149.0","Wednesday","20150913"
"089-1000011","089-1000019","551","AIS","2951.0","61435.0","Thursday","20150928"
"089-1000011","089-1000071","71","unknown","71.0","171433.0","Friday","20150922"
"089-1000011","089-1000093","85","unknown","85.0","121857.0","Tuesday","20150919"
"089-1000011","089-1000030","172","unknown","172.0","111825.0","Wednesday","20150927"
"089-1000011","089-1000032","56","unknown","56.0","233739.0","Friday","20150915"
"089-1000011","089-1000004","501","AIS","2901.0","141335.0","Friday","20150929"
"089-1000011","089-1000080","495","unknown","495.0","144634.0","Monday","20150911"
"089-1000011","089-1000013","22","AIS","22.0","91130.0","Saturday","20150909"
"089-1000011","089-1000045","555","unknown","555.0","72557.0","Monday","20150904"
"089-1000011","089-1000009","405","AIS","405.0","103132.0","Thursday","20150921"
"089-1000011","089-1000000","10","AIS","10.0","74153.0","Thursday","20150928"
"089-1000011","089-1000050","584","unknown","584.0","163227.0","Saturday","20150930"
"089-1000011","089-1000079","481","unknown","2161.0","102633.0","Thursday","20150928"
"089-1000011","089-1000057","185","unknown","185.0","22336.0","Friday","20150915"
"089-1000011","089-1000061","117","unknown","117.0","135456.0","Tuesday","20150912"
"089-1000011","089-1000004","573","AIS","573.0","131545.0","Tuesday","20150912"
"089-1000011","089-1000079","368","unknown","368.0","222821.0","Tuesday","20150926"
"089-1000011","089-1000037","126","unknown","126.0","34547.0","Monday","20150904"
"089-1000011","089-1000036","164","unknown","164.0","22551.0","Wednesday","20150913"
"089-1000011","089-1000008","486","AIS","486.0","155520.0","Thursday","20150921"
"089-1000011","089-1000046","278","unknown","278.0","181618.0","Wednesday","20150906"
"089-1000011","089-1000006","102","AIS","102.0","204427.0","Friday","20150908"
"089-1000011","089-1000082","85","unknown","2245.0","44628.0","Monday","20150904"
"089-1000011","089-1000044","506","unknown","506.0","105125.0","Thursday","20150907"
"089-1000011","089-1000067","84","unknown","84.0","121257.0","Wednesday","20150920"
"089-1000011","089-1000035","426","unknown","426.0","225425.0","Friday","20150901"
"089-1000011","089-1000066","497","unknown","497.0","201827.0","Saturday","20150902"
"089-1000011","089-1000082","496","unknown","496.0","222218.0","Friday","20150929"
"089-1000011","089-1000069","249","unknown","249.0","71637.0","Friday","20150929"
"089-1000011","089-1000100","256","unknown","256.0","223644.0","Wednesday","20150913"
"089-1000011","089-1000031","522","unknown","522.0","43559.0","Friday","20150929"
"089-1000011","089-1000024","342","unknown","822.0","162939.0","Friday","20150901"
"089-1000011","089-1000019","31","AIS","31.0","143928.0","Friday","20150922"
"089-1000011","089-1000010","42","AIS","42.0","21941.0","Saturday","20150902"
"089-1000011","089-1000053","35","unknown","35.0","1314.0","Wednesday","20150913"
"089-1000011","089-1000049","134","unknown","134.0","84011.0","Friday","20150915"
"089-1000011","089-1000019","489","AIS","489.0","4136.0","Monday","20150918"
"089-1000011","089-1000024","75","unknown","75.0","115516.0","Friday","20150915"
"089-1000012","089-1000036","383","unknown","383.0","144620.0","Tuesday","20150905"
"089-1000012","089-1000027","492","unknown","492.0","54039.0","Saturday","20150909"
"089-1000012","089-1000022","544","unknown","544.0","225641.0","Wednesday","20150920"
"089-1000012","089-1000083","320","unknown","320.0","193525.0","Saturday","20150902"
"089-1000012","089-1000048","273","unknown","273.0","62542.0","Wednesday","20150920"
"089-1000012","089-1000065","340","unknown","340.0","73733.0","Saturday","20150923"
"089-1000012","089-1000001","541","AIS","1981.0","233552.0","Thursday","20150914"
"089-1000012","089-1000019","109","AIS","829.0","185125.0","Wednesday","20150927"
"089-1000012","089-1000100","570","unknown","570.0","35730.0","Wednesday","20150906"
"089-1000012","089-1000098","267","unknown","267.0","205157.0","Tuesday","20150905"
"089-1000012","089-1000019","131","AIS","131.0","191448.0","Monday","20150925"
"089-1000012","089-1000001","322","AIS","322.0","101637.0","Wednesday","20150927"
"089-1000012","089-1000039","368","unknown","368.0","23810.0","Friday","20150908"
"089-1000012","089-1000077","109","unknown","109.0","124114.0","Monday","20150918"
"089-1000012","089-1000070","436","unknown","436.0","63249.0","Friday","20150908"
"089-1000012","089-1000055","469","unknown","2869.0","61143.0","Monday","20150904"
"089-1000012","089-1000017","343","AIS","343.0","175042.0","Thursday","20150907"
"089-1000012","089-1000055","600","unknown","600.0","151826.0","Thursday","20150914"
"089-1000012","089-1000089","71","unknown","71.0","95951.0","Tuesday","20150926"
"089-1000012","089-1000015","485","AIS","485.0","44725.0","Friday","20150929"
"089-1000012","089-1000079","109","unknown","1069.0","204125.0","Wednesday","20150906"
"089-1000012","089-1000047","370","unknown","370.0","84525.0","Friday","20150901"
"089-1000012","089-1000042","62","unknown","62.0","34619.0","Monday","20150911"
"089-1000012","089-1000018","312","AIS","312.0","191635.0","Wednesday","20150906"
"089-1000012","089-1000076","120","unknown","120.0","162956.0","Saturday","20150916"
"089-1000012","089-1000032","310","unknown","310.0","235945.0","Thursday","20150907"
"089-1000012","089-1000064","454","unknown","454.0","113425.0","Saturday","20150909"
"089-1000012","089-1000053","458","unknown","458.0","155058.0","Wednesday","20150920"
"089-1000012","089-1000086","152","unknown","152.0","224848.0","Thursday","20150914"
"089-1000012","089-1000072","335","unknown","335.0","132015.0","Saturday","20150923"
"089-1000012","089-1000014","246","AIS","246.0","24140.0","Thursday","20150914"
"089-1000012","089-1000079","199","unknown","199.0","92437.0","Tuesday","20150919"
"089-1000012","089-1000063","180","unknown","180.0","193628.0","Saturday","20150930"
"089-1000012","089-1000095","380","unknown","380.0","71052.0","Monday","20150925"
"089-1000012","089-1000096","489","unknown","489.0","193735.0","Saturday","20150909"
"089-1000012","089-1000012","552","AIS","1152.0","153625.0","Saturday","20150916"
"089-1000003","089-1000005","463","AIS","463.0","15945.0","Friday","20150929"
"089-1000003","089-1000058","543","unknown","2463.0","141654.0","Thursday","20150921"
"089-1000003","089-1000006","195","AIS","195.0","32748.0","Wednesday","20150913"
"089-1000003","089-1000086","372","unknown","852.0","182339.0","Friday","20150915"
"089-1000003","089-1000095","592","unknown","1312.0","54255.0","Wednesday","20150906"
"089-1000003","089-1000074","105","unknown","105.0","193352.0","Friday","20150922"
"089-1000003","089-1000086","102","unknown","102.0","163150.0","Wednesday","20150906"
"089-1000003","089-1000072","103","unknown","343.0","95720.0","Friday","20150929"
"089-1000003","089-1000022","595","unknown","595.0","42228.0","Friday","20150929"
"089-1000003","089-1000013","31","AIS","1711.0","142015.0","Friday","20150908"
"089-1000003","089-1000029","518","unknown","3158.0","214225.0","Tuesday","20150926"
"089-1000003","089-1000051","592","unknown","592.0","222034.0","Friday","20150922"
"089-1000003","089-1000062","79","unknown","79.0","91539.0","Friday","20150915"
"089-1000003","089-1000001","518","AIS","758.0","135918.0","Tuesday","20150905"
"089-1000003","089-1000001","37","AIS","37.0","144954.0","Monday","20150918"
"089-1000003","089-1000058","449","unknown","449.0","101618.0","Saturday","20150902"
"089-1000003","089-1000081","121","unknown","121.0","145617.0","Wednesday","20150906"
"089-1000003","089-1000063","393","unknown","393.0","183656.0","Thursday","20150914"
"089-1000003","089-1000029","348","unknown","348.0","63649.0","Friday","20150908"
"089-1000003","089-1000056","421","unknown","421.0","211857.0","Thursday","20150907"
"089-1000003","089-1000072","17","unknown","17.0","172011.0","Friday","20150929"
"089-1000003","089-1000078","225","unknown","225.0","91218.0","Saturday","20150923"
"089-1000003","089-1000018","250","AIS","250.0","45430.0","Friday","20150901"
"089-1000003","089-1000029","254","unknown","254.0","84644.0","Monday","20150925"
"089-1000003","089-1000027","563","unknown","1763.0","21628.0","Friday","20150929"
"089-1000003","089-1000048","145","unknown","145.0","45048.0","Saturday","20150930"
"089-1000003","089-1000055","406","unknown","406.0","214341.0","Saturday","20150916"
"089-1000003","089-1000046","343","unknown","343.0","164517.0","Monday","20150911"
"089-1000003","089-1000038","396","unknown","2556.0","94721.0","Thursday","20150921"
"089-1000003","089-1000082","378","unknown","378.0","125432.0","Friday","20150901"
"089-1000003","089-1000075","506","unknown","506.0","185947.0","Tuesday","20150919"
"089-1000003","089-1000030","216","unknown","216.0","91256.0","Monday","20150904"
"089-1000003","089-1000032","321","unknown","2001.0","64439.0","Friday","20150915"
"089-1000003","089-1000038","484","unknown","484.0","164429.0","Saturday","20150909"
"089-1000003","089-1000013","410","AIS","410.0","202130.0","Wednesday","20150906"
"089-1000003","089-1000027","294","unknown","294.0","44939.0","Thursday","20150907"
"089-1000003","089-1000067","407","unknown","407.0","55749.0","Monday","20150918"
"089-1000003","089-1000057","129","unknown","129.0","92214.0","Friday","20150929"
"089-1000003","089-1000032","406","unknown","406.0","65755.0","Tuesday","20150905"
"089-1000003","089-1000068","591","unknown","591.0","211912.0","Wednesday","20150927"
"089-1000003","089-1000080","292","unknown","292.0","113844.0","Saturday","20150923"
"089-1000003","089-1000085","293","unknown","293.0","105113.0","Tuesday","20150919"
"089-1000003","089-1000095","126","unknown","126.0","201437.0","Wednesday","20150920"
"089-1000003","089-1000064","111","unknown","111.0","113823.0","Monday","20150904"
"089-1000003","089-1000084","392","unknown","392.0","24444.0","Saturday","20150923"
"089-1000003","089-1000091","340","unknown","340.0","34925.0","Friday","20150901"
"089-1000003","089-1000026","374","unknown","374.0","174022.0","Saturday","20150909"
"089-1000003","089-1000003","251","AIS","551.0","15656.0","Monday","20150925"
"089-1000008","089-1000096","454","unknown","454.0","134051.0","Friday","20150908"
"089-1000008","089-1000099","451","unknown","451.0","13749.0","Monday","20150925"
"089-1000008","089-1000007","438","AIS","2838.0","92451.0","Monday","20150918"
"089-1000008","089-1000035","238","unknown","238.0","191617.0","Thursday","20150928"
"089-1000008","089-1000032","273","unknown","1233.0","111113.0","Friday","20150922"
"089-1000008","089-1000039","549","unknown","549.0","3922.0","Monday","20150904"
"089-1000008","089-1000051","555","unknown","555.0","3837.0","Wednesday","20150906"
"089-1000008","089-1000015","371","AIS","371.0","55655.0","Saturday","20150930"
"089-1000008","089-1000007","570","AIS","570.0","222546.0","Friday","20150915"
"089-1000008","089-1000056","226","unknown","226.0","191651.0","Monday","20150918"
"089-1000008","089-1000013","553","AIS","2713.0","75215.0","Wednesday","20150906"
"089-1000008","089-1000027","347","unknown","347.0","115035.0","Monday","20150918"
"089-1000008","089-1000098","284","unknown","284.0","72151.0","Friday","20150922"
"089-1000008","089-1000024","433","unknown","433.0","105852.0","Wednesday","20150906"
"089-1000008","089-1000050","345","unknown","2505.0","204226.0","Thursday","20150921"
"089-1000008","089-1000049","254","unknown","254.0","31017.0","Tuesday","20150926"
"089-1000008","089-1000069","175","unknown","175.0","32644.0","Saturday","20150916"
"089-1000008","089-1000031","457","unknown","457.0","15044.0","Wednesday","20150906"
"089-1000008","089-1000082","159","unknown","1839.0","183954.0","Monday","20150904"
"089-1000008","089-1000067","407","unknown","1127.0","151045.0","Monday","20150911"
"089-1000008","089-1000083","592","unknown","592.0","41836.0","Monday","20150911"
"089-1000008","089-1000018","534","AIS","534.0","225039.0","Saturday","20150930"
"089-1000008","089-1000017","411","AIS","411.0","83117.0","Friday","20150901"
"089-1000008","089-1000088","18","unknown","18.0","212251.0","Saturday","20150902"
"089-1000008","089-1000046","487","unknown","2647.0","143515.0","Thursday","20150914"
"089-1000008","089-1000079","374","unknown","1094.0","214523.0","Tuesday","20150905"
"089-1000008","089-1000046","523","unknown","523.0","175334.0","Friday","20150929"
"089-1000008","089-1000050","333","unknown","333.0","142813.0","Monday","20150925"
"089-1000008","089-1000016","217","AIS","217.0","192338.0","Thursday","20150921"
"089-1000008","089-1000079","159","unknown","159.0","182959.0","Tuesday","20150919"
"089-1000008","089-1000082","384","unknown","384.0","74347.0","Saturday","20150923"
"089-1000008","089-1000020","145","AIS","145.0","172515.0","Monday","20150904"
"089-1000008","089-1000067","163","unknown","163.0","205145.0","Thursday","20150928"
"089-1000008","089-1000062","49","unknown","49.0","184910.0","Monday","20150904"
"089-1000008","089-1000013","535","AIS","535.0","104626.0","Friday","20150908"
"089-1000008","089-1000050","146","unknown","146.0","232522.0","Saturday","20150923"
"089-1000008","089-1000063","331","unknown","331.0","231334.0","Friday","20150922"
"089-1000008","089-1000032","232","unknown","232.0","14149.0","Wednesday","20150927"
"089-1000008","089-1000019","223","AIS","223.0","172052.0","Saturday","20150923"
"089-1000008","089-1000089","157","unknown","157.0","91920.0","Monday","20150925"
"089-1000007","089-1000080","197","unknown","197.0","145659.0","Wednesday","20150927"
"089-1000007","089-1000098","394","unknown","394.0","61132.0","Thursday","20150928"
"089-1000007","089-1000001","85","AIS","85.0","5938.0","Saturday","20150930"
"089-1000007","089-1000031","214","unknown","214.0","74258.0","Saturday","20150930"
"089-1000007","089-1000022","179","unknown","179.0","44331.0","Tuesday","20150919"
"089-1000007","089-1000094","481","unknown","481.0","191843.0","Thursday","20150914"
"089-1000007","089-1000025","375","unknown","375.0","103456.0","Thursday","20150907"
"089-1000007","089-1000057","216","unknown","216.0","83534.0","Thursday","20150907"
"089-1000007","089-1000099","568","unknown","568.0","132333.0","Friday","20150908"
"089-1000007","089-1000053","65","unknown","1025.0","112521.0","Thursday","20150928"
"089-1000007","089-1000006","322","AIS","322.0","52442.0","Tuesday","20150919"
"089-1000007","089-1000020","227","AIS","227.0","193633.0","Wednesday","20150920"
"089-1000007","089-1000073","491","unknown","491.0","233957.0","Friday","20150922"
"089-1000007","089-1000088","245","unknown","245.0","55513.0","Monday","20150904"
"089-1000007","089-1000046","393","unknown","393.0","85745.0","Tuesday","20150926"
"089-1000007","089-1000023","421","unknown","421.0","43055.0","Friday","20150915"
"089-1000007","089-1000015","370","AIS","370.0","122555.0","Friday","20150908"
"089-1000007","089-1000043","426","unknown","426.0","22618.0","Friday","20150901"
"089-1000007","089-1000063","490","unknown","490.0","154023.0","Saturday","20150923"
"089-1000007","089-1000034","401","unknown","401.0","173820.0","Wednesday","20150927"
"089-1000007","089-1000076","480","unknown","480.0","72547.0","Thursday","20150914"
"089-1000007","089-1000048","299","unknown","299.0","91130.0","Monday","20150918"
"089-1000007","089-1000092","352","unknown","352.0","135340.0","Friday","20150915"
"089-1000007","089-1000071","440","unknown","440.0","105740.0","Saturday","20150909"
"089-1000007","089-1000062","184","unknown","184.0","172819.0","Friday","20150915"
"089-1000007","089-1000054","247","unknown","487.0","235113.0","Saturday","20150916"
"089-1000007","089-1000016","598","AIS","598.0","191325.0","Thursday","20150921"
"089-1000007","089-1000054","10","unknown","10.0","35959.0","Thursday","20150907"
"089-1000007","089-1000070","114","unknown","114.0","61332.0","Friday","20150901"
"089-1000007","089-1000018","153","AIS","153.0","111957.0","Thursday","20150928"
"089-1000007","089-1000032","537","unknown","537.0","11739.0","Saturday","20150916"
"089-1000007","089-1000060","471","unknown","471.0","14344.0","Monday","20150911"
"089-1000007","089-1000068","330","unknown","330.0","151618.0","Tuesday","20150919"
"089-1000007","089-1000012","45","AIS","45.0","192522.0","Tuesday","20150912"
"089-1000007","089-1000053","187","unknown","187.0","32856.0","Tuesday","20150926"
"089-1000007","089-1000066","228","unknown","228.0","234735.0","Friday","20150908"
"089-1000016","089-1000063","301","unknown","2221.0","52846.0","Friday","20150915"
"089-1000016","089-1000005","55","AIS","55.0","52219.0","Wednesday","20150913"
"089-1000016","089-1000008","554","AIS","554.0","13436.0","Tuesday","20150926"
"089-1000016","089-1000083","598","unknown","598.0","13119.0","Monday","20150911"
"089-1000016","089-1000080","428","unknown","428.0","102050.0","Monday","20150925"
"089-1000016","089-1000067","503","unknown","2903.0","54013.0","Monday","20150904"
"089-1000016","089-1000077","178","unknown","1618.0","93819.0","Friday","20150922"
"089-1000016","089-1000067","564","unknown","564.0","121052.0","Saturday","20150909"
"089-1000016","089-1000040","553","unknown","553.0","123454.0","Wednesday","20150920"
"089-1000016","089-1000076","148","unknown","148.0","111118.0","Monday","20150904"
"089-1000016","089-1000077","335","unknown","335.0","32447.0","Thursday","20150921"
"089-1000016","089-1000082","309","unknown","2709.0","235632.0","Monday","20150925"
"089-1000016","089-1000078","99","unknown","99.0","5113.0","Thursday","20150914"
"089-1000016","089-1000070","37","unknown","37.0","204140.0","Saturday","20150930"
"089-1000016","089-1000047","96","unknown","96.0","201013.0","Saturday","20150902"
"089-1000016","089-1000028","20","unknown","20.0","52753.0","Monday","20150925"
"089-1000016","089-1000086","559","unknown","559.0","51241.0","Monday","20150918"
"089-1000016","089-1000055","238","unknown","238.0","74454.0","Tuesday","20150912"
"089-1000016","089-1000046","80","unknown","80.0","81849.0","Saturday","20150923"
"089-1000016","089-1000006","548","AIS","548.0","111338.0","Friday","20150915"
"089-1000016","089-1000012","273","AIS","273.0","111323.0","Monday","20150911"
"089-1000016","089-1000079","560","unknown","560.0","202830.0","Friday","20150908"
"089-1000016","089-1000017","312","AIS","312.0","212713.0","Thursday","20150914"
"089-1000016","089-1000060","256","unknown","256.0","202522.0","Friday","20150908"
"089-1000016","089-1000063","436","unknown","436.0","13952.0","Wednesday","20150906"
"089-1000016","089-1000053","380","unknown","380.0","81028.0","Monday","20150918"
"089-1000016","089-1000026","315","unknown","315.0","201043.0","Thursday","20150914"
"089-1000016","089-1000010","108","AIS","108.0","52253.0","Wednesday","20150913"
"089-1000016","089-1000068","242","unknown","242.0","71610.0","Friday","20150929"
"089-1000016","089-1000013","532","AIS","532.0","85052.0","Tuesday","20150905"
"089-1000016","089-1000048","189","unknown","429.0","185944.0","Saturday","20150902"
"089-1000016","089-1000032","593","unknown","593.0","223433.0","Friday","20150915"
"089-1000016","089-1000030","483","unknown","483.0","65739.0","Friday","20150901"
"089-1000016","089-1000048","27","unknown","27.0","211325.0","Friday","20150922"
"089-1000016","089-1000095","510","unknown","510.0","82518.0","Tuesday","20150919"
"089-1000016","089-1000011","401","AIS","401.0","43420.0","Monday","20150904"
"089-1000016","089-1000081","263","unknown","263.0","101534.0","Tuesday","20150905"
"089-1000016","089-1000082","574","unknown","574.0","144135.0","Monday","20150918"
"089-1000005","089-1000032","396","unknown","396.0","163444.0","Tuesday","20150926"
"089-1000005","089-1000033","503","unknown","503.0","12655.0","Wednesday","20150913"
"089-1000005","089-1000081","322","unknown","322.0","181521.0","Monday","20150925"
"089-1000005","089-1000040","54","unknown","54.0","131948.0","Thursday","20150921"
"089-1000005","089-1000054","527","unknown","527.0","135422.0","Saturday","20150902"
"089-1000005","089-1000044","485","unknown","5285.0","233432.0","Friday","20150915"
"089-1000005","089-1000093","133","unknown","133.0","111419.0","Thursday","20150928"
"089-1000005","089-1000064","504","unknown","504.0","15323.0","Wednesday","20150906"
"089-1000005","089-1000070","122","unknown","122.0","73221.0","Thursday","20150928"
"089-1000005","089-1000083","216","unknown","216.0","1837.0","Saturday","20150916"
"089-1000005","089-1000057","110","unknown","110.0","11542.0","Wednesday","20150913"
"089-1000005","089-1000059","541","unknown","541.0","65143.0","Saturday","20150923"
"089-1000005","089-1000094","260","unknown","260.0","31819.0","Friday","20150915"
"089-1000005","089-1000069","109","unknown","109.0","231123.0","Friday","20150901"
"089-1000005","089-1000100","83","unknown","83.0","185359.0","Thursday","20150907"
"089-1000005","089-1000085","330","unknown","330.0","32348.0","Saturday","20150923"
"089-1000005","089-1000034","336","unknown","2496.0","13852.0","Monday","20150911"
"089-1000005","089-1000028","167","unknown","167.0","185134.0","Wednesday","20150927"
"089-1000005","089-1000034","488","unknown","488.0","41250.0","Wednesday","20150927"
"089-1000005","089-1000000","237","AIS","237.0","123411.0","Wednesday","20150913"
"089-1000005","089-1000021","484","unknown","484.0","162443.0","Friday","20150922"
"089-1000005","089-1000014","324","AIS","324.0","24436.0","Tuesday","20150912"
"089-1000005","089-1000071","95","unknown","95.0","43623.0","Wednesday","20150920"
"089-1000005","089-1000035","487","unknown","487.0","214528.0","Saturday","20150902"
"089-1000005","089-1000056","93","unknown","93.0","215346.0","Tuesday","20150905"
"089-1000005","089-1000030","189","unknown","189.0","103536.0","Wednesday","20150906"
"089-1000005","089-1000044","593","unknown","593.0","31411.0","Monday","20150911"
"089-1000005","089-1000010","169","AIS","169.0","181525.0","Saturday","20150923"
"089-1000005","089-1000096","584","unknown","584.0","13228.0","Friday","20150915"
"089-1000005","089-1000044","587","unknown","587.0","74459.0","Monday","20150911"
"089-1000005","089-1000022","62","unknown","62.0","5820.0","Wednesday","20150927"
"089-1000005","089-1000079","427","unknown","427.0","163722.0","Wednesday","20150906"
"089-1000005","089-1000047","185","unknown","185.0","212859.0","Monday","20150911"
"089-1000005","089-1000092","390","unknown","390.0","44621.0","Saturday","20150909"
"089-1000005","089-1000013","125","AIS","125.0","62010.0","Wednesday","20150920"
"089-1000005","089-1000020","411","AIS","411.0","155758.0","Wednesday","20150920"
"089-1000015","089-1000090","311","unknown","311.0","61046.0","Thursday","20150928"
"089-1000015","089-1000097","448","unknown","448.0","225757.0","Friday","20150908"
"089-1000015","089-1000025","431","unknown","431.0","163112.0","Saturday","20150909"
"089-1000015","089-1000085","43","unknown","43.0","164322.0","Tuesday","20150919"
"089-1000015","089-1000058","66","unknown","66.0","165412.0","Thursday","20150914"
"089-1000015","089-1000083","550","unknown","550.0","155254.0","Tuesday","20150905"
"089-1000015","089-1000053","327","unknown","327.0","34333.0","Wednesday","20150927"
"089-1000015","089-1000087","255","unknown","255.0","131050.0","Thursday","20150914"
"089-1000015","089-1000079","217","unknown","217.0","121150.0","Saturday","20150930"
"089-1000015","089-1000002","387","AIS","387.0","212551.0","Thursday","20150907"
"089-1000015","089-1000069","293","unknown","293.0","211833.0","Friday","20150929"
"089-1000015","089-1000031","97","unknown","1777.0","215258.0","Wednesday","20150920"
"089-1000015","089-1000040","598","unknown","598.0","62927.0","Friday","20150908"
"089-1000015","089-1000022","418","unknown","658.0","111251.0","Wednesday","20150927"
"089-1000015","089-1000000","133","AIS","853.0","11012.0","Monday","20150925"
"089-1000015","089-1000003","467","AIS","467.0","133849.0","Friday","20150901"
"089-1000015","089-1000077","213","unknown","213.0","212016.0","Friday","20150901"
"089-1000015","089-1000006","440","AIS","440.0","85031.0","Thursday","20150928"
"089-1000015","089-1000073","160","unknown","160.0","25131.0","Saturday","20150930"
"089-1000015","089-1000013","533","AIS","533.0","215315.0","Saturday","20150909"
"089-1000015","089-1000098","488","unknown","488.0","231451.0","Monday","20150911"
"089-1000015","089-1000028","242","unknown","1922.0","223740.0","Monday","20150911"
"089-1000015","089-1000044","257","unknown","257.0","155143.0","Thursday","20150921"
"089-1000015","089-1000028","373","unknown","373.0","21811.0","Monday","20150925"
"089-1000015","089-1000019","591","AIS","591.0","114522.0","Wednesday","20150927"
"089-1000015","089-1000031","406","unknown","406.0","113954.0","Tuesday","20150926"
"089-1000015","089-1000022","28","unknown","28.0","95115.0","Saturday","20150902"
"089-1000015","089-1000000","140","AIS","140.0","164634.0","Saturday","20150909"
"089-1000015","089-1000072","440","unknown","440.0","175814.0","Saturday","20150909"
"089-1000015","089-1000009","467","AIS","467.0","173855.0","Monday","20150911"
"089-1000015","089-1000023","480","unknown","480.0","234256.0","Monday","20150904"
"089-1000000","089-1000091","355","unknown","355.0","54330.0","Thursday","20150914"
"089-1000000","089-1000057","584","unknown","3704.0","75151.0","Friday","20150922"
"089-1000000","089-1000093","106","unknown","106.0","103034.0","Wednesday","20150920"
"089-1000000","089-1000062","124","unknown","124.0","54955.0","Thursday","20150914"
"089-1000000","089-1000027","508","unknown","2428.0","135834.0","Thursday","20150921"
"089-1000000","089-1000010","307","AIS","547.0","115516.0","Friday","20150901"
"089-1000000","089-1000031","195","unknown","195.0","134842.0","Friday","20150908"
"089-1000000","089-1000035","581","unknown","581.0","214638.0","Monday","20150925"
"089-1000000","089-1000027","471","unknown","471.0","152124.0","Tuesday","20150912"
"089-1000000","089-1000033","398","unknown","398.0","105211.0","Tuesday","20150912"
"089-1000000","089-1000006","497","AIS","977.0","13546.0","Tuesday","20150905"
"089-1000000","089-1000090","487","unknown","487.0","74252.0","Friday","20150922"
"089-1000000","089-1000025","508","unknown","508.0","133543.0","Thursday","20150907"
"089-1000000","089-1000011","509","AIS","509.0","233415.0","Wednesday","20150906"
"089-1000000","089-1000013","19","AIS","19.0","154440.0","Tuesday","20150905"
"089-1000000","089-1000028","247","unknown","2407.0","144233.0","Tuesday","20150926"
"089-1000000","089-1000046","12","unknown","12.0","141920.0","Saturday","20150930"
"089-1000000","089-1000017","540","AIS","540.0","222955.0","Friday","20150915"
"089-1000000","089-1000067","118","unknown","118.0","142142.0","Friday","20150922"
"089-1000000","089-1000086","167","unknown","167.0","214251.0","Monday","20150904"
"089-1000000","089-1000057","157","unknown","157.0","172753.0","Saturday","20150909"
"089-1000000","089-1000006","83","AIS","83.0","51535.0","Monday","20150911"
"089-1000000","089-1000065","270","unknown","270.0","161834.0","Tuesday","20150905"
"089-1000000","089-1000016","113","AIS","2033.0","81411.0","Saturday","20150923"
